id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,credit_limit_rupiah,total_spending,transaction_count,kategori,overbudget
21,1596,Visa,Credit,4262822146225767,06/2012,826,YES,1,6600.0,01/2001,2010,No,105600000.0,4603680.0,7.0,Normal,False
995,1596,Mastercard,Credit,5125930425033874,10/2022,60,YES,2,6600.0,02/2002,2007,No,105600000.0,4603680.0,7.0,Normal,False
2637,1596,Mastercard,Debit (Prepaid),5871381416815409,07/2021,254,YES,1,59.0,04/2010,2010,No,944000.0,4603680.0,7.0,Normal,False
2958,714,Mastercard,Debit (Prepaid),5082951387967574,07/2022,776,YES,1,42.0,05/2008,2014,No,672000.0,1078400.0,4.0,Normal,False
2616,714,Visa,Debit (Prepaid),4636082679216722,11/2022,931,YES,2,119.0,04/2009,2009,No,1904000.0,1078400.0,4.0,Normal,False
3720,887,Visa,Debit,4764601855343044,11/2006,823,YES,2,24250.0,07/2004,2010,No,388000000.0,0.0,0.0,Hemat,False
1024,887,Visa,Credit,4116906909940127,04/2024,22,YES,1,12400.0,02/2003,2013,No,198400000.0,0.0,0.0,Hemat,False
4875,887,Visa,Credit,4779198537003941,11/2022,322,YES,2,6500.0,09/2014,2014,No,104000000.0,0.0,0.0,Hemat,False
5997,887,Mastercard,Credit,5925601743609258,07/2020,209,YES,1,13900.0,12/2010,2010,No,222400000.0,0.0,0.0,Hemat,False
4006,1425,Mastercard,Debit (Prepaid),5686159789271662,11/2015,950,YES,2,100.0,07/2013,2013,No,1600000.0,5440480.0,7.0,Boros,True
1141,1425,Mastercard,Credit,5264643141041082,03/2022,743,YES,1,8000.0,02/2008,2010,No,128000000.0,5440480.0,7.0,Boros,True
2600,1425,Mastercard,Debit (Prepaid),5241188157660835,11/2018,876,YES,2,49.0,04/2009,2009,No,784000.0,5440480.0,7.0,Boros,True
2851,1425,Discover,Credit,6774837644015385,08/2020,620,YES,2,2900.0,05/2004,2011,No,46400000.0,5440480.0,7.0,Boros,True
3835,1425,Discover,Credit,6898662101270196,01/2016,21,YES,1,10400.0,07/2008,2014,No,166400000.0,5440480.0,7.0,Boros,True
1015,1425,Mastercard,Debit (Prepaid),5119018228047326,05/2023,793,YES,2,37.0,02/2003,2016,No,592000.0,5440480.0,7.0,Boros,True
5929,1425,Mastercard,Debit,5751745002272729,12/2023,323,NO,2,13606.0,12/2008,2016,No,217696000.0,5440480.0,7.0,Boros,True
5386,1425,Mastercard,Debit,5807898028441894,03/2024,591,YES,2,13347.0,11/2003,2007,No,213552000.0,5440480.0,7.0,Boros,True
1047,1645,Mastercard,Debit (Prepaid),5888115186452355,12/2023,444,NO,1,54.0,02/2005,2007,No,864000.0,6171840.0,11.0,Boros,True
5878,1645,Mastercard,Debit,5115977842680830,11/2024,328,NO,2,23402.0,12/2007,2011,No,374432000.0,6171840.0,11.0,Boros,True
778,1645,Visa,Debit,4756811014064559,05/2020,369,NO,2,30393.0,01/2020,2020,No,486288000.0,6171840.0,11.0,Boros,True
2213,1863,Mastercard,Debit,5129325410635439,01/2022,128,YES,2,1298.0,03/2009,2012,No,20768000.0,6460480.0,9.0,Boros,True
5855,1576,Mastercard,Debit (Prepaid),5253525523982495,11/2024,565,YES,1,101.0,12/2006,2010,No,1616000.0,5290400.0,11.0,Boros,True
5821,1576,Visa,Debit (Prepaid),4585785809501379,09/2020,821,YES,1,70.0,12/2004,2007,No,1120000.0,5290400.0,11.0,Boros,True
486,1576,Mastercard,Debit,5408716058769165,07/2022,404,YES,3,15163.0,01/2020,2020,No,242608000.0,5290400.0,11.0,Boros,True
2480,1576,Mastercard,Debit (Prepaid),5607503519034023,01/2022,70,YES,1,107.0,04/2005,2011,No,1712000.0,5290400.0,11.0,Boros,True
5169,1576,Visa,Debit,4881313929814344,10/2009,863,YES,2,21107.0,10/2009,2009,No,337712000.0,5290400.0,11.0,Boros,True
5248,1576,Visa,Debit,4736934707075232,03/2023,978,YES,1,15807.0,10/2011,2011,No,252912000.0,5290400.0,11.0,Boros,True
380,1576,Mastercard,Debit,5113633089121120,08/2024,601,YES,2,18689.0,01/2019,2019,No,299024000.0,5290400.0,11.0,Boros,True
2441,1576,Mastercard,Debit,5753824282810836,01/2018,985,YES,2,15839.0,04/2003,2010,No,253424000.0,5290400.0,11.0,Boros,True
2658,1268,Visa,Credit,4636984888214448,04/2018,380,YES,2,5900.0,04/2010,2010,No,94400000.0,3318080.0,4.0,Normal,False
4965,1268,Mastercard,Debit,5961047404971216,06/2022,89,NO,1,11726.0,10/2002,2011,No,187616000.0,3318080.0,4.0,Normal,False
5520,1268,Mastercard,Debit,5437744884030865,02/2022,753,YES,1,13537.0,11/2008,2009,No,216592000.0,3318080.0,4.0,Normal,False
1804,1268,Visa,Debit,4674089067309589,07/2022,713,YES,1,10609.0,02/2020,2020,No,169744000.0,3318080.0,4.0,Normal,False
3820,1565,Visa,Credit,4691166269279948,06/2021,911,YES,2,2000.0,07/2007,2007,No,32000000.0,0.0,0.0,Hemat,False
3743,1842,Visa,Debit,4090165219603664,07/2023,593,YES,2,4817.0,07/2005,2014,No,77072000.0,7051840.0,14.0,Boros,True
5426,1842,Mastercard,Credit,5693202604748580,07/2024,166,YES,2,1300.0,11/2005,2011,No,20800000.0,7051840.0,14.0,Boros,True
1516,664,Mastercard,Debit,5283468482627174,12/2023,465,YES,1,1684.0,02/2020,2020,No,26944000.0,0.0,0.0,Hemat,False
1805,664,Visa,Credit,4411219685754975,09/2024,926,YES,2,2000.0,02/2020,2020,No,32000000.0,0.0,0.0,Hemat,False
4154,485,Mastercard,Credit,5980816578498370,04/2022,655,YES,1,13200.0,08/2005,2009,No,211200000.0,0.0,0.0,Hemat,False
1517,485,Mastercard,Debit,5832889444154326,11/2021,820,YES,2,11641.0,02/2020,2020,No,186256000.0,0.0,0.0,Hemat,False
1082,244,Mastercard,Credit,5304372689056153,02/2024,871,NO,2,7100.0,02/2006,2011,No,113600000.0,10814400.0,6.0,Boros,True
5953,244,Amex,Credit,308555388799852,12/2009,606,YES,1,8500.0,12/2009,2012,No,136000000.0,10814400.0,6.0,Boros,True
5521,145,Mastercard,Credit,5973231209388276,04/2021,257,YES,1,6000.0,11/2008,2013,No,96000000.0,1663360.0,7.0,Normal,False
3575,145,Mastercard,Credit,5703815520417524,07/2020,263,YES,2,2000.0,06/2014,2014,No,32000000.0,1663360.0,7.0,Normal,False
4058,145,Visa,Debit,4446819957867131,06/2020,232,YES,2,15240.0,07/2017,2017,No,243840000.0,1663360.0,7.0,Normal,False
2110,866,Mastercard,Debit,5036617487964943,11/2024,765,YES,2,7272.0,03/2006,2016,No,116352000.0,27973440.0,8.0,Boros,True
1806,866,Visa,Debit,4403825163350985,09/2022,451,YES,2,9542.0,02/2020,2020,No,152672000.0,27973440.0,8.0,Boros,True
3337,866,Amex,Credit,399832211170214,11/2024,984,YES,1,4500.0,06/2007,2007,No,72000000.0,27973440.0,8.0,Boros,True
4710,1424,Mastercard,Credit,5033949193863455,05/2021,76,YES,2,8000.0,09/2009,2011,No,128000000.0,5712480.0,16.0,Boros,True
4876,1424,Visa,Debit (Prepaid),4035809761172506,08/2021,400,YES,1,84.0,09/2014,2014,No,1344000.0,5712480.0,16.0,Boros,True
487,1424,Mastercard,Debit,5004994096233324,03/2020,489,NO,1,9957.0,01/2020,2020,No,159312000.0,5712480.0,16.0,Boros,True
3046,1424,Mastercard,Credit,5474945486540306,06/2015,533,YES,2,8300.0,05/2010,2015,No,132800000.0,5712480.0,16.0,Boros,True
5625,427,Visa,Debit,4360960084502821,12/2010,641,YES,1,11739.0,11/2010,2011,No,187824000.0,1185600.0,3.0,Normal,False
269,427,Mastercard,Debit (Prepaid),5533615337478093,09/2022,743,YES,1,79.0,01/2011,2011,No,1264000.0,1185600.0,3.0,Normal,False
4819,427,Visa,Debit,4123364464470592,11/2024,574,YES,1,11093.0,09/2011,2011,No,177488000.0,1185600.0,3.0,Normal,False
5210,684,Visa,Debit,4623790856154791,08/2022,42,YES,2,20447.0,10/2010,2016,No,327152000.0,316800.0,4.0,Normal,False
3088,684,Discover,Credit,6219867119924889,11/2022,425,YES,2,8800.0,05/2011,2011,No,140800000.0,316800.0,4.0,Normal,False
2768,684,Mastercard,Debit,5762936498559213,04/2023,657,YES,1,13946.0,04/2017,2017,No,223136000.0,316800.0,4.0,Normal,False
6022,684,Visa,Debit,4941352079368761,07/2020,963,NO,2,25529.0,12/2010,2010,No,408464000.0,316800.0,4.0,Normal,False
4474,684,Visa,Debit (Prepaid),4537642289527032,12/2022,450,YES,1,61.0,08/2018,2018,No,976000.0,316800.0,4.0,Normal,False
4908,684,Mastercard,Debit,5726295152230615,02/2022,912,YES,2,17536.0,09/2017,2017,No,280576000.0,316800.0,4.0,Normal,False
334,684,Visa,Debit,4439425587555219,03/2015,568,YES,2,20770.0,01/2014,2014,No,332320000.0,316800.0,4.0,Normal,False
488,1643,Mastercard,Debit (Prepaid),5169835962793021,02/2020,821,YES,2,22.0,01/2020,2020,No,352000.0,0.0,0.0,Hemat,False
1337,1300,Mastercard,Debit,5280939323100579,07/2023,909,YES,1,10691.0,02/2014,2014,No,171056000.0,3748160.0,15.0,Normal,False
2601,1300,Mastercard,Debit (Prepaid),5666642339206521,08/2010,996,YES,1,75.0,04/2009,2009,No,1200000.0,3748160.0,15.0,Normal,False
156,1300,Mastercard,Credit,5042100576719658,07/2022,939,YES,1,4900.0,01/2008,2011,No,78400000.0,3748160.0,15.0,Normal,False
5754,1300,Mastercard,Debit,5128552449628284,07/2020,95,YES,2,14661.0,12/1997,2009,No,234576000.0,3748160.0,15.0,Normal,False
1518,283,Mastercard,Credit,5529511387485539,12/2020,568,YES,1,6900.0,02/2020,2020,No,110400000.0,0.0,0.0,Hemat,False
779,283,Visa,Credit,4069972993083771,01/2022,328,YES,2,5400.0,01/2020,2020,No,86400000.0,0.0,0.0,Hemat,False
1519,355,Mastercard,Debit,5676668792174428,07/2024,869,YES,2,2725.0,02/2020,2020,No,43600000.0,0.0,0.0,Hemat,False
1387,355,Discover,Credit,6525938932537502,02/2020,511,YES,2,19600.0,02/2019,2019,No,313600000.0,0.0,0.0,Hemat,False
3303,1669,Visa,Debit,4739603201770871,07/2023,48,YES,2,2572.0,06/2005,2010,No,41152000.0,154240.0,1.0,Normal,False
4359,1669,Mastercard,Credit,5445286323617902,12/2022,212,YES,2,5000.0,08/2011,2011,No,80000000.0,154240.0,1.0,Normal,False
2456,1669,Discover,Credit,6350687054576802,12/2013,840,YES,1,10300.0,04/2004,2012,No,164800000.0,154240.0,1.0,Normal,False
6097,1669,Amex,Credit,368765630381398,06/2018,731,YES,2,11400.0,12/2014,2014,No,182400000.0,154240.0,1.0,Normal,False
4664,937,Mastercard,Debit,5569049232811437,02/2020,598,YES,2,9230.0,09/2008,2013,No,147680000.0,0.0,0.0,Hemat,False
2055,845,Mastercard,Debit,5032880040092416,06/2024,626,YES,1,11203.0,03/2004,2008,No,179248000.0,2107680.0,7.0,Normal,False
4599,845,Mastercard,Debit,5634291050750009,02/2021,759,YES,2,12369.0,09/2006,2010,No,197904000.0,2107680.0,7.0,Normal,False
5943,845,Visa,Credit,4776334530519583,09/2017,925,YES,1,7900.0,12/2008,2017,No,126400000.0,2107680.0,7.0,Normal,False
2855,845,Mastercard,Debit,5982817665927233,10/2014,390,YES,2,20362.0,05/2004,2012,No,325792000.0,2107680.0,7.0,Normal,False
4491,845,Mastercard,Debit,5355473722620842,05/2021,63,YES,2,13529.0,09/1996,2007,No,216464000.0,2107680.0,7.0,Normal,False
1204,1518,Discover,Credit,6183952528759947,12/2022,831,YES,2,16800.0,02/2010,2015,No,268800000.0,7460160.0,7.0,Boros,True
6083,1518,Discover,Credit,6675475462886914,10/2022,64,YES,1,7100.0,12/2013,2013,No,113600000.0,7460160.0,7.0,Boros,True
2584,1518,Visa,Credit,4444532245535178,11/2020,623,YES,1,9600.0,04/2008,2008,No,153600000.0,7460160.0,7.0,Boros,True
2056,1591,Mastercard,Debit (Prepaid),5929148675838815,04/2021,955,YES,1,113.0,03/2004,2008,No,1808000.0,1988640.0,13.0,Normal,False
489,1591,Mastercard,Debit,5596909204961650,04/2020,708,YES,1,16818.0,01/2020,2020,No,269088000.0,1988640.0,13.0,Normal,False
2043,1591,Mastercard,Debit,5702444920277810,08/2021,137,YES,1,12358.0,03/2003,2003,No,197728000.0,1988640.0,13.0,Normal,False
5919,1591,Amex,Credit,313237641072547,10/2011,951,YES,2,8100.0,12/2008,2012,No,129600000.0,1988640.0,13.0,Normal,False
2847,1591,Visa,Credit,4654712521098398,03/2020,269,YES,2,9800.0,05/2003,2008,No,156800000.0,1988640.0,13.0,Normal,False
3967,1591,Mastercard,Debit,5362951145456228,12/2024,818,YES,2,17332.0,07/2011,2012,No,277312000.0,1988640.0,13.0,Normal,False
1520,1172,Mastercard,Credit,5496286717273458,11/2021,8,YES,2,6000.0,02/2020,2020,No,96000000.0,0.0,0.0,Hemat,False
4290,1629,Mastercard,Debit,5366247073382596,04/2021,515,YES,2,18776.0,08/2009,2012,No,300416000.0,5799520.0,17.0,Boros,True
5249,675,Visa,Credit,4786002952683429,03/2022,965,YES,1,9300.0,10/2011,2011,No,148800000.0,0.0,0.0,Hemat,False
4454,675,Discover,Credit,6210885893076470,06/2021,895,YES,2,8000.0,08/2016,2016,No,128000000.0,0.0,0.0,Hemat,False
4020,675,Mastercard,Debit,5965800518603810,09/2021,609,NO,1,11194.0,07/2014,2014,No,179104000.0,0.0,0.0,Hemat,False
5261,675,Visa,Debit,4331686299440629,04/2023,525,YES,2,12754.0,10/2012,2012,No,204064000.0,0.0,0.0,Hemat,False
5250,675,Visa,Credit,4765714337874836,08/2024,983,YES,1,9700.0,10/2011,2013,No,155200000.0,0.0,0.0,Hemat,False
3116,577,Mastercard,Debit,5591077047400631,09/2020,615,YES,1,17936.0,05/2012,2012,No,286976000.0,4811840.0,5.0,Normal,False
2627,577,Amex,Credit,313916461304111,01/2021,852,YES,1,8500.0,04/2010,2011,No,136000000.0,4811840.0,5.0,Normal,False
302,854,Visa,Debit,4120824887309572,06/2023,110,YES,1,24826.0,01/2012,2012,No,397216000.0,0.0,0.0,Hemat,False
4121,1261,Visa,Debit,4637531059933425,03/2020,640,YES,1,27091.0,08/2003,2018,No,433456000.0,6048480.0,5.0,Boros,True
3515,1227,Mastercard,Debit (Prepaid),5072595305260459,01/2021,519,YES,1,67.0,06/2011,2011,No,1072000.0,555520.0,7.0,Normal,False
122,1227,Amex,Credit,349565330549626,04/2020,178,NO,1,14600.0,01/2007,2007,No,233600000.0,555520.0,7.0,Normal,False
3545,1227,Mastercard,Credit,5923231174018252,11/2021,392,YES,2,13500.0,06/2012,2012,No,216000000.0,555520.0,7.0,Normal,False
2310,1227,Mastercard,Debit,5851845913045150,09/2023,71,YES,1,27132.0,03/2013,2013,No,434112000.0,555520.0,7.0,Normal,False
5602,840,Mastercard,Debit,5023863713584517,12/2024,457,YES,2,10400.0,11/2010,2013,No,166400000.0,21793760.0,14.0,Boros,True
2083,840,Mastercard,Debit,5664895156333060,07/2020,500,YES,1,43169.0,03/2005,2012,No,690704000.0,21793760.0,14.0,Boros,True
37,840,Mastercard,Debit,5486901761554156,10/2023,258,YES,2,5269.0,01/2003,2016,No,84304000.0,21793760.0,14.0,Boros,True
2416,840,Mastercard,Debit,5820221852405545,12/2024,380,YES,2,48370.0,04/2001,2011,No,773920000.0,21793760.0,14.0,Boros,True
3633,840,Visa,Credit,4115686759373550,11/2019,996,YES,2,17100.0,06/2018,2018,No,273600000.0,21793760.0,14.0,Boros,True
4992,840,Visa,Debit (Prepaid),4876555170855808,04/2024,661,YES,1,65.0,10/2003,2009,No,1040000.0,21793760.0,14.0,Boros,True
3091,733,Mastercard,Debit,5904146428140246,12/2020,277,YES,2,2656.0,05/2011,2015,No,42496000.0,17385280.0,13.0,Boros,True
2529,733,Mastercard,Credit,5770203026188611,10/2024,676,YES,2,7800.0,04/2007,2011,No,124800000.0,17385280.0,13.0,Boros,True
3707,733,Discover,Credit,6689214851949611,03/2020,740,YES,1,13400.0,07/2004,2005,No,214400000.0,17385280.0,13.0,Boros,True
1048,733,Mastercard,Debit,5911600183016111,08/2023,315,NO,1,16726.0,02/2005,2020,No,267616000.0,17385280.0,13.0,Boros,True
2098,454,Visa,Debit,4750958043493039,12/2024,269,YES,1,30162.0,03/2005,2010,No,482592000.0,0.0,0.0,Hemat,False
4767,454,Mastercard,Debit,5776356381459188,10/2010,394,YES,1,19970.0,09/2010,2010,No,319520000.0,0.0,0.0,Hemat,False
5735,454,Mastercard,Debit,5723126586825335,05/2024,268,YES,1,31199.0,11/2018,2018,No,499184000.0,0.0,0.0,Hemat,False
5456,454,Mastercard,Debit,5916860407845357,10/2024,827,YES,2,14983.0,11/2006,2010,No,239728000.0,0.0,0.0,Hemat,False
5287,454,Mastercard,Debit,5826782239602490,10/2014,629,YES,2,18491.0,10/2014,2014,No,295856000.0,0.0,0.0,Hemat,False
2201,961,Visa,Debit,4575519144263671,08/2021,618,YES,2,23094.0,03/2008,2011,No,369504000.0,10720480.0,10.0,Boros,True
4584,961,Visa,Credit,4587193711138824,10/2022,166,YES,1,18300.0,09/2005,2005,No,292800000.0,10720480.0,10.0,Boros,True
1389,961,Mastercard,Debit,5672981759485196,02/2024,676,YES,1,31907.0,02/2019,2019,No,510512000.0,10720480.0,10.0,Boros,True
2202,961,Visa,Debit,4306238627611074,10/2020,588,YES,2,32761.0,03/2008,2008,No,524176000.0,10720480.0,10.0,Boros,True
4665,768,Mastercard,Debit,5359168203636426,04/2024,84,YES,1,11105.0,09/2008,2009,No,177680000.0,0.0,0.0,Hemat,False
490,817,Mastercard,Debit,5778485837801732,08/2021,852,YES,2,32267.0,01/2020,2020,No,516272000.0,0.0,0.0,Hemat,False
491,817,Mastercard,Debit,5517971919199348,09/2021,792,YES,1,30670.0,01/2020,2020,No,490720000.0,0.0,0.0,Hemat,False
5910,78,Visa,Debit (Prepaid),4749352761473241,01/2017,556,YES,2,83.0,12/2007,2007,No,1328000.0,4973440.0,9.0,Normal,False
1157,1334,Visa,Debit,4509551449788694,07/2020,152,YES,1,13821.0,02/2008,2009,No,221136000.0,5299840.0,11.0,Boros,True
2866,1334,Visa,Credit,4723027876552516,05/2021,423,YES,1,14400.0,05/2004,2010,No,230400000.0,5299840.0,11.0,Boros,True
3761,1334,Mastercard,Credit,5700626457783201,10/2010,713,YES,1,13300.0,07/2006,2007,No,212800000.0,5299840.0,11.0,Boros,True
209,1334,Visa,Credit,4144931322114018,08/2014,312,NO,1,9300.0,01/2009,2009,No,148800000.0,5299840.0,11.0,Boros,True
3968,1610,Mastercard,Debit,5678294553512479,08/2022,15,YES,1,8580.0,07/2011,2011,No,137280000.0,3957760.0,9.0,Normal,False
5879,1610,Mastercard,Credit,5771046456944706,10/2023,53,YES,2,6600.0,12/2007,2008,No,105600000.0,3957760.0,9.0,Normal,False
2585,108,Visa,Debit,4466627264365741,06/2014,238,YES,1,12783.0,04/2008,2010,No,204528000.0,0.0,0.0,Hemat,False
1299,108,Mastercard,Debit,5085144478543466,05/2021,100,YES,2,14321.0,02/2012,2012,No,229136000.0,0.0,0.0,Hemat,False
4070,108,Visa,Debit,4814031516576169,12/2020,804,YES,2,14488.0,07/2018,2018,No,231808000.0,0.0,0.0,Hemat,False
780,108,Visa,Debit,4031726246937832,01/2020,126,NO,1,16116.0,01/2020,2020,No,257856000.0,0.0,0.0,Hemat,False
4972,1308,Visa,Credit,4900994567069763,07/2021,24,YES,2,14800.0,10/2002,2012,No,236800000.0,0.0,0.0,Hemat,False
6023,780,Visa,Debit (Prepaid),4129989012910230,07/2021,8,YES,2,43.0,12/2010,2011,No,688000.0,527840.0,1.0,Normal,False
1375,1340,Visa,Debit,4249908788734063,07/2024,892,YES,2,36546.0,02/2017,2017,No,584736000.0,63732640.0,22.0,Boros,True
3272,1340,Mastercard,Debit,5056109817639748,08/2021,165,YES,1,18462.0,06/2004,2007,No,295392000.0,63732640.0,22.0,Boros,True
2954,1340,Amex,Credit,329808568475348,06/2021,259,NO,1,13300.0,05/2008,2013,No,212800000.0,63732640.0,22.0,Boros,True
2178,1340,Mastercard,Debit (Prepaid),5260555273059328,08/2020,729,YES,2,36.0,03/2008,2018,No,576000.0,63732640.0,22.0,Boros,True
6035,1340,Amex,Credit,394844235507928,09/2023,682,YES,2,11200.0,12/2011,2011,No,179200000.0,63732640.0,22.0,Boros,True
1016,1888,Mastercard,Debit,5552351757816493,02/2020,588,YES,2,30074.0,02/2003,2006,No,481184000.0,41587680.0,43.0,Boros,True
1017,1888,Mastercard,Debit,5613352979417307,05/2016,681,YES,1,7589.0,02/2003,2011,No,121424000.0,41587680.0,43.0,Boros,True
1169,1888,Mastercard,Debit,5210754741357773,12/2014,402,NO,2,27112.0,02/2009,2015,No,433792000.0,41587680.0,43.0,Boros,True
2179,247,Mastercard,Credit,5765975770169362,02/2021,740,YES,1,16700.0,03/2008,2008,No,267200000.0,11355680.0,8.0,Boros,True
1240,247,Visa,Debit,4045887901142827,07/2013,54,YES,2,24968.0,02/2010,2010,No,399488000.0,11355680.0,8.0,Boros,True
4155,247,Mastercard,Debit,5711629583407537,01/2012,577,YES,2,16751.0,08/2005,2010,No,268016000.0,11355680.0,8.0,Boros,True
5191,247,Mastercard,Debit,5047582065725201,07/2021,601,YES,2,12852.0,10/2010,2012,No,205632000.0,11355680.0,8.0,Boros,True
2137,247,Discover,Credit,6973723422438311,11/2023,526,NO,2,10200.0,03/2007,2010,No,163200000.0,11355680.0,8.0,Boros,True
2084,247,Mastercard,Debit,5584580666180389,12/2006,331,YES,1,21922.0,03/2005,2011,No,350752000.0,11355680.0,8.0,Boros,True
781,238,Visa,Credit,4605636273246106,05/2022,245,YES,2,5600.0,01/2020,2020,No,89600000.0,0.0,0.0,Hemat,False
3762,915,Mastercard,Debit,5927769013167971,12/2006,774,YES,2,9609.0,07/2006,2008,No,153744000.0,0.0,0.0,Hemat,False
492,1927,Mastercard,Debit (Prepaid),5803470646010241,01/2020,940,YES,1,62.0,01/2020,2020,No,992000.0,0.0,0.0,Hemat,False
5647,1927,Mastercard,Debit,5796139864739324,05/2018,474,YES,2,12194.0,11/2011,2011,No,195104000.0,0.0,0.0,Hemat,False
493,1658,Mastercard,Debit,5875716871084903,01/2020,798,YES,2,12636.0,01/2020,2020,No,202176000.0,0.0,0.0,Hemat,False
782,1658,Visa,Credit,4351530526237151,02/2020,164,YES,1,0.0,01/2020,2020,No,0.0,0.0,0.0,Hemat,False
1170,1208,Mastercard,Debit,5084690936737005,02/2020,476,YES,2,8024.0,02/2009,2012,No,128384000.0,185280.0,8.0,Normal,False
2203,1208,Visa,Debit,4372448627686768,11/2020,569,YES,2,8902.0,03/2008,2008,No,142432000.0,185280.0,8.0,Normal,False
2449,1208,Visa,Debit,4183588454885685,11/2020,323,NO,2,8081.0,04/2003,2011,No,129296000.0,185280.0,8.0,Normal,False
494,1255,Mastercard,Debit,5826930335951624,06/2023,803,YES,1,9773.0,01/2020,2020,No,156368000.0,0.0,0.0,Hemat,False
1521,1255,Mastercard,Debit,5040609131348655,12/2023,98,YES,1,13130.0,02/2020,2020,No,210080000.0,0.0,0.0,Hemat,False
495,85,Mastercard,Debit,5335622486722965,10/2023,617,YES,2,9953.0,01/2020,2020,No,159248000.0,0.0,0.0,Hemat,False
3923,1382,Amex,Credit,302128691810206,11/2021,236,YES,1,9000.0,07/2010,2015,No,144000000.0,177280.0,13.0,Normal,False
2838,1382,Mastercard,Debit,5947766191531250,10/2024,760,YES,2,11415.0,05/2003,2013,No,182640000.0,177280.0,13.0,Normal,False
5262,1382,Visa,Credit,4371359117883353,05/2022,931,YES,2,1900.0,10/2012,2012,No,30400000.0,177280.0,13.0,Normal,False
1110,1382,Mastercard,Debit (Prepaid),5517746118509993,01/2017,251,YES,1,54.0,02/2007,2008,No,864000.0,177280.0,13.0,Normal,False
1522,1932,Mastercard,Debit,5050180938587173,07/2021,518,YES,1,405.0,02/2020,2020,No,6480000.0,0.0,0.0,Hemat,False
1210,1217,Mastercard,Debit,5228295335343438,03/2011,82,NO,1,23907.0,02/2010,2010,No,382512000.0,12539840.0,9.0,Boros,True
5030,1217,Visa,Credit,4963325399756427,06/2022,180,YES,2,15500.0,10/2005,2010,No,248000000.0,12539840.0,9.0,Boros,True
4086,1217,Visa,Debit,4540572558695839,08/2020,540,YES,2,3415.0,08/1996,2012,No,54640000.0,12539840.0,9.0,Boros,True
1123,514,Visa,Credit,4662965490409087,04/2023,240,YES,2,8500.0,02/2007,2007,No,136000000.0,2604160.0,7.0,Normal,False
2155,514,Visa,Debit,4170396856656251,03/2020,831,YES,2,11473.0,03/2007,2008,No,183568000.0,2604160.0,7.0,Normal,False
5759,514,Mastercard,Debit,5568405807581710,07/2022,187,YES,3,23932.0,12/1999,2011,No,382912000.0,2604160.0,7.0,Normal,False
4322,514,Mastercard,Debit,5304746158026153,08/2013,249,YES,1,9614.0,08/2010,2010,No,153824000.0,2604160.0,7.0,Normal,False
5959,232,Mastercard,Debit,5761678069979338,02/2020,725,YES,1,58709.0,12/2009,2009,No,939344000.0,0.0,0.0,Hemat,False
2214,232,Mastercard,Debit (Prepaid),5828021478542645,01/2016,350,YES,1,98.0,03/2009,2009,No,1568000.0,0.0,0.0,Hemat,False
3125,232,Visa,Debit,4247339520232396,07/2022,598,YES,1,24401.0,05/2012,2012,No,390416000.0,0.0,0.0,Hemat,False
4174,445,Mastercard,Debit,5472231620359227,01/2016,726,YES,1,3628.0,08/2006,2013,No,58048000.0,0.0,0.0,Hemat,False
1807,1206,Visa,Debit,4182923459647403,02/2020,603,YES,1,47359.0,02/2020,2020,No,757744000.0,0.0,0.0,Hemat,False
244,1206,Visa,Debit,4866080343433203,05/2010,1,YES,2,41205.0,01/2010,2010,No,659280000.0,0.0,0.0,Hemat,False
194,1206,Mastercard,Credit,5328878941102916,03/2016,847,YES,2,17400.0,01/2009,2010,No,278400000.0,0.0,0.0,Hemat,False
4469,1276,Mastercard,Debit,5785225381364914,04/2022,851,YES,1,17688.0,08/2018,2018,No,283008000.0,4468640.0,6.0,Normal,False
5076,1276,Mastercard,Credit,5056180854217534,10/2021,183,YES,1,15000.0,10/2007,2013,No,240000000.0,4468640.0,6.0,Normal,False
996,1276,Mastercard,Debit,5192100992523222,03/2023,276,YES,2,27075.0,02/2002,2015,No,433200000.0,4468640.0,6.0,Normal,False
5954,1276,Discover,Credit,6099048775831285,04/2022,120,YES,1,13700.0,12/2009,2010,No,219200000.0,4468640.0,6.0,Normal,False
2009,1276,Mastercard,Credit,5730775331108605,04/2024,910,YES,1,19000.0,03/1998,2016,No,304000000.0,4468640.0,6.0,Normal,False
193,875,Discover,Credit,6670752769501820,04/2014,213,NO,2,14300.0,01/2009,2010,No,228800000.0,1258880.0,3.0,Normal,False
3495,875,Visa,Credit,4016664416211109,05/2024,840,YES,1,7600.0,06/2010,2010,No,121600000.0,1258880.0,3.0,Normal,False
2380,875,Mastercard,Debit,5835488238900107,11/2020,203,NO,1,13788.0,03/2019,2019,No,220608000.0,1258880.0,3.0,Normal,False
496,875,Mastercard,Debit,5942817121899547,08/2022,408,YES,1,20801.0,01/2020,2020,No,332816000.0,1258880.0,3.0,Normal,False
2684,1546,Visa,Debit,4483206793672492,06/2024,339,YES,2,19015.0,04/2011,2011,No,304240000.0,-322880.0,5.0,Hemat,False
245,1546,Visa,Debit,4030476430498489,07/2013,437,YES,2,2181.0,01/2010,2011,No,34896000.0,-322880.0,5.0,Hemat,False
